paretoRank,paretoCriterion,rank,overallScore,modelUncertaintyBand,policyDelivery,publicAlignment,rightsSafeguard,captureResistance,legitimacy,complexityScore,resilienceFloor,legislatureKey,legislature,reviewKey,review,antiCaptureKey,antiCapture,tradeoffNote
515,exact,1951,0.616,0.092,0.611,0.512,0.701,0.638,0.593,0.714,0.626,risk-routed-majority,Risk-routed majority legislature,automatic-merits-follow-up,Automatic merits follow-up for emergency relief,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
516,exact,1956,0.616,0.095,0.658,0.503,0.638,0.656,0.572,0.739,0.595,default-pass-challenge,Default pass + challenge vouchers,automatic-merits-follow-up,Automatic merits follow-up for emergency relief,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
517,exact,1964,0.616,0.096,0.633,0.512,0.751,0.563,0.613,0.736,0.550,portfolio-hybrid-legislature,Portfolio hybrid legislature,emergency-restraint-court,No emergency relief without merits review,public-interest-representation-funds,Public-interest representation funds,strong rights screen
518,exact,1967,0.616,0.096,0.633,0.493,0.742,0.611,0.556,0.751,0.579,portfolio-hybrid-legislature,Portfolio hybrid legislature,supermajority-review,60 percent invalidation threshold,real-time-transparency,Real-time transparency,balanced tradeoff
519,exact,1991,0.616,0.092,0.588,0.521,0.695,0.659,0.592,0.736,0.639,citizen-initiative-referendum,Citizen initiative and referendum,remand-override-window-package,Constitutional remand with override window,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
520,exact,1995,0.616,0.092,0.588,0.522,0.687,0.659,0.604,0.741,0.639,citizen-initiative-referendum,Citizen initiative and referendum,council-concrete-hybrid,Constitutional council with concrete-review backstop,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
521,exact,2001,0.616,0.096,0.633,0.512,0.750,0.563,0.614,0.728,0.550,portfolio-hybrid-legislature,Portfolio hybrid legislature,emergency-integrity-package,Emergency integrity package,public-interest-representation-funds,Public-interest representation funds,balanced tradeoff
522,exact,2013,0.615,0.092,0.611,0.512,0.703,0.638,0.588,0.696,0.626,risk-routed-majority,Risk-routed majority legislature,remand-override-window-package,Constitutional remand with override window,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
523,exact,2020,0.615,0.094,0.658,0.503,0.640,0.656,0.567,0.721,0.595,default-pass-challenge,Default pass + challenge vouchers,remand-override-window-package,Constitutional remand with override window,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
524,exact,2021,0.615,0.092,0.611,0.513,0.694,0.638,0.599,0.701,0.626,risk-routed-majority,Risk-routed majority legislature,council-concrete-hybrid,Constitutional council with concrete-review backstop,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
525,exact,2023,0.615,0.097,0.730,0.482,0.615,0.606,0.542,0.759,0.579,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,jurisdiction-stripping-constraints,Jurisdiction stripping constrained by rights carveouts,real-time-transparency,Real-time transparency,strong delivery
526,exact,2025,0.615,0.094,0.658,0.504,0.631,0.656,0.579,0.726,0.595,default-pass-challenge,Default pass + challenge vouchers,council-concrete-hybrid,Constitutional council with concrete-review backstop,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
527,exact,2031,0.615,0.092,0.588,0.522,0.692,0.659,0.592,0.742,0.639,citizen-initiative-referendum,Citizen initiative and referendum,constitutional-remand,Constitutional remand before invalidation,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
528,exact,2036,0.615,0.092,0.588,0.523,0.685,0.659,0.602,0.744,0.639,citizen-initiative-referendum,Citizen initiative and referendum,constitutional-council,Pre-enactment constitutional council,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
529,exact,2037,0.615,0.097,0.730,0.481,0.617,0.606,0.538,0.759,0.579,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,nonpartisan-commission,Nonpartisan commission appointments,real-time-transparency,Real-time transparency,strong delivery
530,exact,2038,0.615,0.097,0.730,0.481,0.621,0.606,0.534,0.756,0.579,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,mandatory-written-emergency-reasoning,Mandatory written emergency reasoning,real-time-transparency,Real-time transparency,strong delivery
531,exact,2045,0.615,0.092,0.611,0.512,0.700,0.638,0.587,0.702,0.626,risk-routed-majority,Risk-routed majority legislature,constitutional-remand,Constitutional remand before invalidation,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
532,exact,2049,0.615,0.097,0.730,0.484,0.614,0.606,0.539,0.759,0.579,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,accountability-retention-court,Retention-election accountability court,real-time-transparency,Real-time transparency,strong delivery
533,exact,2051,0.615,0.094,0.658,0.504,0.637,0.656,0.567,0.727,0.595,default-pass-challenge,Default pass + challenge vouchers,constitutional-remand,Constitutional remand before invalidation,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
534,exact,2054,0.615,0.092,0.611,0.513,0.692,0.638,0.597,0.704,0.626,risk-routed-majority,Risk-routed majority legislature,constitutional-council,Pre-enactment constitutional council,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
535,exact,2059,0.615,0.094,0.658,0.505,0.629,0.656,0.577,0.729,0.595,default-pass-challenge,Default pass + challenge vouchers,constitutional-council,Pre-enactment constitutional council,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
536,exact,2064,0.615,0.097,0.730,0.481,0.618,0.606,0.536,0.758,0.579,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,recusal-and-emergency-reform,Peer recusal + reasoned emergency docket,real-time-transparency,Real-time transparency,strong delivery
537,exact,2067,0.615,0.097,0.730,0.483,0.614,0.606,0.539,0.758,0.579,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,legislative-override,Judicial review with legislative supermajority override,real-time-transparency,Real-time transparency,strong delivery
538,exact,2068,0.615,0.097,0.730,0.483,0.614,0.606,0.539,0.758,0.579,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,legislative-override-window,Time-limited legislative override window,real-time-transparency,Real-time transparency,strong delivery
539,exact,2078,0.615,0.097,0.730,0.481,0.618,0.606,0.533,0.764,0.579,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,term-limited-balanced,18-year staggered terms + regular appointments,real-time-transparency,Real-time transparency,strong delivery
540,exact,2079,0.615,0.096,0.730,0.496,0.629,0.564,0.583,0.722,0.564,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,emergency-restraint-court,No emergency relief without merits review,outside-spending-disclosure-evasion,Outside-spending disclosure evasion,strong delivery
541,exact,2085,0.615,0.100,0.756,0.506,0.709,0.482,0.567,0.643,0.482,expanded-portfolio-hybrid-legislature,Expanded portfolio hybrid legislature,jurisdiction-stripping-constraints,Jurisdiction stripping constrained by rights carveouts,open-access-lobbying,Open access lobbying,strong delivery; weak subsystem floor
542,exact,2095,0.615,0.093,0.634,0.511,0.666,0.634,0.601,0.701,0.609,long-horizon-learning-majority,Long-horizon strategic learning,emergency-restraint-court,No emergency relief without merits review,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
543,exact,2100,0.615,0.100,0.756,0.505,0.711,0.482,0.564,0.643,0.482,expanded-portfolio-hybrid-legislature,Expanded portfolio hybrid legislature,nonpartisan-commission,Nonpartisan commission appointments,open-access-lobbying,Open access lobbying,strong delivery; weak subsystem floor
544,exact,2103,0.615,0.100,0.756,0.504,0.715,0.482,0.559,0.640,0.482,expanded-portfolio-hybrid-legislature,Expanded portfolio hybrid legislature,mandatory-written-emergency-reasoning,Mandatory written emergency reasoning,open-access-lobbying,Open access lobbying,strong delivery; weak subsystem floor
545,exact,2112,0.614,0.100,0.756,0.507,0.708,0.482,0.564,0.643,0.482,expanded-portfolio-hybrid-legislature,Expanded portfolio hybrid legislature,accountability-retention-court,Retention-election accountability court,open-access-lobbying,Open access lobbying,strong delivery; weak subsystem floor
546,exact,2116,0.614,0.096,0.730,0.496,0.627,0.564,0.585,0.715,0.564,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,emergency-integrity-package,Emergency integrity package,outside-spending-disclosure-evasion,Outside-spending disclosure evasion,strong delivery
547,exact,2135,0.614,0.100,0.756,0.505,0.712,0.482,0.561,0.642,0.482,expanded-portfolio-hybrid-legislature,Expanded portfolio hybrid legislature,recusal-and-emergency-reform,Peer recusal + reasoned emergency docket,open-access-lobbying,Open access lobbying,strong delivery; weak subsystem floor
548,exact,2136,0.614,0.098,0.730,0.499,0.629,0.558,0.584,0.749,0.550,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,emergency-restraint-court,No emergency relief without merits review,public-interest-representation-funds,Public-interest representation funds,strong delivery
549,exact,2138,0.614,0.098,0.730,0.480,0.620,0.606,0.526,0.764,0.579,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,supermajority-review,60 percent invalidation threshold,real-time-transparency,Real-time transparency,strong delivery
550,exact,2139,0.614,0.100,0.756,0.506,0.708,0.482,0.565,0.641,0.482,expanded-portfolio-hybrid-legislature,Expanded portfolio hybrid legislature,legislative-override,Judicial review with legislative supermajority override,open-access-lobbying,Open access lobbying,strong delivery; weak subsystem floor
551,exact,2140,0.614,0.100,0.756,0.507,0.708,0.482,0.564,0.642,0.482,expanded-portfolio-hybrid-legislature,Expanded portfolio hybrid legislature,legislative-override-window,Time-limited legislative override window,open-access-lobbying,Open access lobbying,strong delivery; weak subsystem floor
552,exact,2141,0.614,0.092,0.634,0.512,0.664,0.634,0.602,0.693,0.609,long-horizon-learning-majority,Long-horizon strategic learning,emergency-integrity-package,Emergency integrity package,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
553,exact,2147,0.614,0.100,0.756,0.505,0.712,0.482,0.558,0.647,0.482,expanded-portfolio-hybrid-legislature,Expanded portfolio hybrid legislature,term-limited-balanced,18-year staggered terms + regular appointments,open-access-lobbying,Open access lobbying,strong delivery; weak subsystem floor
554,exact,2161,0.614,0.095,0.644,0.492,0.707,0.644,0.500,0.739,0.608,simple-majority-alternatives-pairwise,Unicameral majority + pairwise alternatives,current-us-like,Stylized current U.S.-like supreme court,budgeted-disclosed-lobbying,Budgeted disclosed lobbying,balanced tradeoff
555,exact,2178,0.614,0.097,0.730,0.499,0.627,0.558,0.585,0.741,0.550,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,emergency-integrity-package,Emergency integrity package,public-interest-representation-funds,Public-interest representation funds,strong delivery
556,exact,2217,0.614,0.100,0.756,0.503,0.714,0.482,0.552,0.648,0.482,expanded-portfolio-hybrid-legislature,Expanded portfolio hybrid legislature,supermajority-review,60 percent invalidation threshold,open-access-lobbying,Open access lobbying,strong delivery; weak subsystem floor
557,exact,2240,0.613,0.095,0.642,0.492,0.707,0.644,0.500,0.739,0.608,pairwise-amendment-tournament-majority,Pairwise amendment tournament + majority,current-us-like,Stylized current U.S.-like supreme court,budgeted-disclosed-lobbying,Budgeted disclosed lobbying,balanced tradeoff
558,exact,2281,0.613,0.092,0.634,0.512,0.663,0.634,0.591,0.698,0.609,long-horizon-learning-majority,Long-horizon strategic learning,automatic-merits-follow-up,Automatic merits follow-up for emergency relief,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
559,exact,2292,0.613,0.099,0.766,0.472,0.554,0.659,0.451,0.826,0.554,default-pass,Default pass unless 2/3 block,current-us-like,Stylized current U.S.-like supreme court,budgeted-disclosed-lobbying,Budgeted disclosed lobbying,strong delivery
560,exact,2337,0.613,0.093,0.588,0.520,0.683,0.659,0.579,0.760,0.639,citizen-initiative-referendum,Citizen initiative and referendum,jurisdiction-stripping-constraints,Jurisdiction stripping constrained by rights carveouts,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
561,exact,2344,0.612,0.092,0.634,0.512,0.665,0.634,0.586,0.680,0.609,long-horizon-learning-majority,Long-horizon strategic learning,remand-override-window-package,Constitutional remand with override window,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
562,exact,2347,0.612,0.093,0.588,0.519,0.685,0.659,0.576,0.760,0.639,citizen-initiative-referendum,Citizen initiative and referendum,nonpartisan-commission,Nonpartisan commission appointments,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
563,exact,2349,0.612,0.092,0.634,0.513,0.656,0.634,0.597,0.685,0.609,long-horizon-learning-majority,Long-horizon strategic learning,council-concrete-hybrid,Constitutional council with concrete-review backstop,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
564,exact,2351,0.612,0.093,0.588,0.518,0.688,0.659,0.571,0.757,0.639,citizen-initiative-referendum,Citizen initiative and referendum,mandatory-written-emergency-reasoning,Mandatory written emergency reasoning,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
565,exact,2353,0.612,0.092,0.611,0.510,0.691,0.638,0.575,0.720,0.626,risk-routed-majority,Risk-routed majority legislature,jurisdiction-stripping-constraints,Jurisdiction stripping constrained by rights carveouts,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
566,exact,2358,0.612,0.095,0.658,0.502,0.627,0.656,0.554,0.745,0.595,default-pass-challenge,Default pass + challenge vouchers,jurisdiction-stripping-constraints,Jurisdiction stripping constrained by rights carveouts,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
567,exact,2364,0.612,0.093,0.588,0.521,0.682,0.659,0.576,0.760,0.639,citizen-initiative-referendum,Citizen initiative and referendum,accountability-retention-court,Retention-election accountability court,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
568,exact,2369,0.612,0.092,0.611,0.509,0.692,0.638,0.572,0.720,0.626,risk-routed-majority,Risk-routed majority legislature,nonpartisan-commission,Nonpartisan commission appointments,full-anti-capture-bundle,Full anti-capture bundle,balanced tradeoff
